net,sta,lat,long,elev
TJ,NHZ,39.0283,117.0983,3.0
TJ,DOT,38.8325,117.3228,5.0
TJ,CHT,39.2292,117.3689,5.0
TJ,XZZ,38.6606,117.1919,3.0
TJ,TJH,38.7497,117.5556,2.0
TJ,HBT,39.5806,117.134,15.0
HL,TOJ,47.9262,132.8729,119.6
HL,TAH,52.3361,124.6672,460.0
HL,MIH,45.6263,131.8099,145.0
HL,WDL,48.6718,126.1361,300.0
HL,JMS,46.7325,130.3245,180.0
HL,JGD,50.3184,124.0923,409.3
HL,HEG,47.3528,130.2364,190.0
HL,YAS,45.3377,128.4036,260.0
HL,BEL,46.9717,127.1581,170.0
HL,LBE,47.596,130.8286,160.0
HL,NEH,48.48444,124.5637,210.0
HL,SYS,46.6589,131.093,210.0
HL,DNI,44.0572,131.0911,200.0
HL,YCH,47.6345,128.5647,340.0
HL,QAN,46.584,127.61814,230.0
HL,QTH,45.7423,131.0787,323.6
HL,NZN,47.5374,122.8821,305.0
HL,BNX,45.7394,127.4045,227.0
HL,JIY,49.0412,129.866,150.0
HL,XUK,49.0813,128.9159,265.0
HL,MDJ,44.616,129.589,250.0
HL,WAK,46.7028,126.683,159.9
HL,HEH,50.2534,127.4127,167.5
HL,BAQ,46.3296,132.1489,180.0
HL,TOH,46.0847,128.65,150.0
HL,MOH,53.455,122.349,575.0
HL,ZHY,45.6815,124.3784,-615.0
GS,LTT,34.6711,103.361,2703.0
GS,YJZ,40.3907,98.6411,1359.0
GS,WDT,33.3426,104.9136,1149.0
GS,ZHC,34.9316,106.3005,1723.0
GS,LQT,34.5379,102.652,3095.0
GS,YWX,41.0906,96.9015,1895.0
GS,BYT,36.5809,104.13,1766.0
GS,TSS,34.3425,106.0206,1707.0
GS,JYG,39.8458,98.1696,1704.0
GS,MIQ,39.07,103.25,1352.0
GS,WXT,32.9516,104.681,980.0
GS,SBC,39.4908,95.9215,1129.0
GS,LZH,36.0833,103.8444,1560.0
GS,JTA,37.1903,104.09,1645.0
GS,GTA,39.4866,99.7594,1350.0
GS,HXT,36.5896,107.2705,1224.0
GS,YDT,36.8013,103.321,2318.0
GS,WYT,35.04,104.1,2320.0
GS,LXA,35.6275,103.263,1822.0
GS,CHM,39.8805,96.7749,2023.0
GS,MXT,34.4307,104.02,2325.0
GS,SGS,37.5356,103.8847,1720.8
GS,MQT,34.02,102.06,3520.0
GS,SGT,37.621,102.761,1645.0
GS,PLT,35.4508,106.681,1478.0
GS,HCH,36.2504,108.4608,1224.0
GS,DBT,34.0601,103.2304,1400.0
GS,WSH,34.6611,105.05,1757.0
GS,ZHQ,33.8114,104.3806,1460.0
GS,GLT,37.3784,103.095,2490.0
GS,AXX,40.4143,95.813,1178.0
GS,NXT,35.5609,107.9215,925.0
GS,QTS,39.7003,97.7412,2572.0
GS,JFS,39.3907,98.7412,1998.0
GS,HZT,35.01,102.9115,2900.0
GS,ZHY,39.0915,100.531,1501.0
GS,JNT,35.5309,105.771,1730.0
GS,LYT,41.0901,95.5008,1741.0
GS,HYS,38.4007,102.831,1455.0
GS,HNT,35.6911,105.07,1772.0
GS,HXP,38.3907,102.11,1700.0
GS,SNT,38.8414,99.611,2323.0
GS,SDT,38.7713,101.04,1770.0
IU,ADK,51.8823,-176.6842,130.0
IU,AFI,-13.90853,-171.78265,706.0
IU,ANMO,34.94591,-106.4572,1820.0
IU,ANTO,39.868,32.7934,1090.0
IU,BBSR,32.371299,-64.696299,30.0
IU,BILL,68.0653,166.4531,320.0
IU,CASY,-66.2792,110.5354,10.0
IU,CCM,38.0557,-91.2446,222.0
IU,CHTO,18.8141,98.9443,420.0
IU,COLA,64.873599,-147.8616,200.0
IU,COR,44.5855,-123.3046,110.0
IU,CTAO,-20.08765,146.24998,367.0
IU,DAV,7.0697,125.5791,151.0
IU,DWPF,28.1103,-81.4327,30.0
IU,FUNA,-8.5259,179.1966,20.0
IU,FURI,8.8952,38.6798,2570.0
IU,GNI,40.148,44.741,1609.0
IU,GRFO,49.6909,11.2203,384.0
IU,GUMO,13.5893,144.8684,170.0
IU,HKT,29.96478,-95.83812,69.0
IU,HNR,-9.4387,159.9475,100.0
IU,HRV,42.5064,-71.5583,200.0
IU,INCN,37.47768,126.62436,55.0
IU,JOHN,16.7329,-169.5292,2.0
IU,KBS,78.9154,11.9385,90.0
IU,KEV,69.7565,27.0035,100.0
IU,KIEV,50.7012,29.2242,180.0
IU,KIP,21.42,-158.0112,110.0
IU,KMBO,-1.1271,37.2525,1950.0
IU,KNTN,-2.7744,-171.7186,20.0
IU,LCO,-29.011,-70.7005,2274.0
IU,LSZ,-15.2779,28.1882,1200.0
IU,MA2,59.5756,150.77,337.0
IU,MACI,28.2502,-16.508199,1674.0
IU,MAJO,36.54567,138.20406,405.0
IU,MAKZ,46.808,81.977,600.0
IU,MBWA,-21.159,119.7313,190.0
IU,MIDW,28.2156,-177.3698,20.0
IU,NWAO,-32.9277,117.239,380.0
IU,OTAV,0.2376,-78.4508,3510.0
IU,PAB,39.5446,-4.3499,950.0
IU,PAYG,-0.6742,-90.2861,270.0
IU,PET,53.0233,158.6499,110.0
IU,PMG,-9.4047,147.1597,90.0
IU,PMSA,-64.7744,-64.0489,40.0
IU,POHA,19.7573,-155.5326,1990.0
IU,PTCN,-25.0713,-130.0953,220.0
IU,QSPA,-89.9289,144.4382,2850.0
IU,RAO,-29.245,-177.929,60.0
IU,RAR,-21.2125,-159.7733,28.0
IU,RCBR,-5.8274,-35.9014,400.0
IU,RSSD,44.1212,-104.0359,2090.0
IU,SAML,-8.9489,-63.1831,120.0
IU,SBA,-77.8492,166.7572,50.0
IU,SDV,8.8839,-70.634,1620.0
IU,SFJD,66.9961,-50.62076,330.0
IU,SJG,18.1091,-66.15,420.0
IU,SLBS,23.6858,-109.9443,825.0
IU,SNZO,-41.3087,174.7043,120.0
IU,SSPA,40.6358,-77.8876,270.0
IU,TARA,1.3549,172.9229,20.0
IU,TATO,24.9735,121.4971,160.0
IU,TEIG,20.2263,-88.2763,40.0
IU,TIXI,71.6341,128.8667,40.0
IU,TRIS,-37.0681,-12.3152,60.0
IU,TRQA,-38.0568,-61.9787,540.0
IU,TSUM,-19.2022,17.5838,1260.0
IU,TUC,32.3098,-110.7847,910.0
IU,ULN,47.8651,107.0532,1610.0
IU,WAKE,19.2834,166.652,20.0
IU,WCI,38.2289,-86.2939,210.0
IU,WVT,36.1297,-87.83,170.0
IU,XMAS,2.0448,-157.4457,20.0
IU,YAK,62.031,129.6805,110.0
IU,YSS,46.9587,142.7604,150.0
QH,DLH,37.3807,97.3775,2995.0
QH,HUY,36.6562,101.192,2826.0
QH,QML,34.1709,95.8297,4325.0
QH,QIL,38.1497,100.182,3138.0
QH,YUS,33.0119,97.0155,3767.0
QH,QSH,33.8268,97.1156,4444.0
QH,NAQ,32.1957,96.4468,3748.0
QH,JIZ,33.4319,101.4718,3683.0
QH,TIJ,37.2491,98.8953,3648.0
QH,DCD,37.9324,95.3759,3570.0
QH,DUL,36.0869,97.8618,2955.0
QH,WUL,36.8463,98.2787,2996.0
QH,DAT,36.9439,101.697,2475.0
QH,ZAD,32.8943,95.3169,4076.0
QH,QSS,36.2682,101.975,3342.0
QH,TOR,35.5191,102.01,2522.0
QH,HUL,36.0737,102.248,3134.0
QH,NMH,36.152,96.3778,3272.0
QH,XIH,35.507,99.8089,3808.0
QH,LWS,36.9182,102.121,3163.0
QH,LJX,35.9929,101.839,2934.0
QH,MIH,36.3687,102.784,2530.0
QH,TTH,34.2187,92.3206,4632.0
QH,LYX,35.8714,101.181,3310.0
QH,DAW,34.4782,100.248,3736.0
QH,MAD,34.9199,98.2081,4280.0
QH,HEN,34.7368,101.6665,3589.0
QH,LJS,36.3553,101.45,3858.0
QH,DAR,33.7343,99.6461,4025.0
QH,LED,36.5514,102.397,2169.0
QH,LEH,38.8189,93.4144,2775.0
QH,XIN,36.6278,101.725,2352.0
QH,GOM,36.1984,94.8145,3121.0
QH,WTM,36.8176,92.8072,3127.0
QH,HTG,37.8664,90.7138,3210.0
QH,XUH,35.8625,102.498,1948.0
QH,MEY,37.4716,101.4,2978.0
QH,BAM,32.9486,100.727,3570.0
HB,QJI,30.3961,112.6605,54.0
HB,XNI,29.7158,114.4109,71.0
HB,XSH,31.2599,110.842,939.0
HB,HGA,30.4716,114.8915,86.0
HB,BKA,31.9834,111.2704,365.0
HB,YSH,30.7426,115.7245,209.0
HB,HFE,29.9036,110.0213,768.0
HB,JME,31.1189,112.1688,184.0
HB,ZHX,31.1723,112.7273,73.0
HB,YCH,30.7837,111.315,77.0
HB,XFA,32.0027,112.042,115.0
HB,SZI,30.201,111.7971,168.0
HB,JYU,29.816,113.8387,66.0
HB,SSH,29.6463,112.6898,49.0
HB,JGS,29.4025,114.6643,1287.0
HB,NZH,31.3919,111.616,393.0
HB,LCH,30.3731,108.8793,1108.0
HB,SYA,32.5967,110.7186,672.6
HB,MCH,31.1315,115.1551,105.0
HB,ZSH,32.2497,110.217,378.0
HB,ENS,30.2762,109.4944,473.0
HB,YNX,30.0227,115.112,86.0
HB,HSH,30.2261,115.0521,54.0
HB,YDU,30.2136,111.2111,356.0
HB,HME,30.1349,115.894,61.0
HB,DWU,31.4985,114.1201,73.0
HB,DYE,30.0632,114.7328,180.0
HB,ZUX,32.3373,109.6482,569.0
HB,SZH,31.6303,113.386,83.0
HB,JZH,32.4761,111.6511,221.0
HB,WHA,30.506,114.5067,80.0
HB,FXI,31.9382,110.724,819.0
HB,DJI,32.5527,111.5254,141.0
HB,YXA,32.8473,110.835,226.0
HB,YXI,32.9863,110.432,273.0
HB,JLI,29.8648,112.9615,29.0
HB,ZYA,32.3907,113.0958,268.0
HB,WHN,30.5428,114.3539,80.0
SN,FGU,39.1728,110.9738,1019.0
SN,DBT,37.2053,107.9892,1431.0
SN,SHAZ,33.5124,109.874,836.0
SN,YHM,37.9877,109.9378,941.0
SN,XYA,33.1023,109.2917,750.0
SN,HYI,33.0128,108.6237,653.0
SN,HUAX,34.4009,109.7197,876.0
SN,LOXT,34.9391,106.7667,1080.0
SN,LANT,34.1128,109.3756,740.0
SN,ZHP,31.8374,109.47,985.0
SN,GST,34.7048,106.6125,2050.0
SN,XIXI,32.9101,107.7161,561.0
SN,NQI,32.9229,106.2431,973.0
SN,MIAX,33.2293,106.8002,1151.0
SN,TOCH,35.392,109.1251,1405.0
SN,LGA,32.2673,108.8834,764.0
SN,QLIT,34.5697,108.2172,885.0
SN,LBA,33.6181,106.9027,1021.0
SN,XAN,34.0317,108.9242,630.0
SN,NSHT,33.3253,108.3234,850.0
SN,FXI,33.9141,106.5056,1092.0
SN,CHZ,38.4926,109.6031,1153.0
SN,SHQ,32.9548,108.2063,437.0
SN,CHW,35.1671,107.7716,890.0
SN,PLI,32.3679,109.3745,793.0
SN,SHNA,33.518,110.8654,461.0
SN,XYI,35.1687,108.3886,1130.0
SN,ANKG,32.6698,109.0372,297.0
SN,JXI,38.1846,110.3312,985.0
SN,HJC,38.4665,110.7428,930.0
SN,YAAN,36.8721,109.3254,1138.0
SN,HSH,37.8454,109.2444,1117.0
SN,DFE,33.6423,110.3304,535.0
SN,LINT,34.3523,109.2124,920.0
SN,SUDE,37.4946,110.2312,856.0
SN,BAD,34.7552,106.8917,952.0
SN,ZOZT,34.0553,108.3242,610.0
SN,ZHS,33.6624,109.1683,877.0
SN,HEYT,35.4067,110.0633,1160.0
SN,QMC,32.8377,105.5833,668.0
SN,PCHT,35.055,109.432,800.0
SN,FEP,33.7034,107.9363,1420.0
SN,BHE,32.8147,110.0818,452.0
SN,HZHT,32.9892,106.9939,553.0
SN,ZYA,32.5552,108.5451,584.0
SN,HUYT,34.52,110.1667,800.0
SN,FUPI,34.974,109.1454,1220.0
SN,LIYO,34.6766,107.8064,1027.0
SN,MEIX,34.1283,107.817,942.0
SN,TABT,34.0707,107.2852,1710.0
SN,ZZH,37.6359,109.8042,986.0
SN,YCH,35.9893,110.1684,993.0
SN,NZH,32.6264,107.1444,901.0
SN,LUYA,33.3568,106.1395,676.0
SN,HZHG,33.2532,107.4325,497.0
SN,LNA,34.1254,110.1148,977.0
SN,JYAT,34.7114,108.7572,790.0
SN,YULG,38.8559,110.5075,1010.0
SN,ZBA,32.5202,107.8963,786.0
HE,REX,37.1328,114.6942,46.0
HE,LOH,41.3196,117.7125,587.0
HE,YUX,39.7388,114.6163,1122.0
HE,GUY,41.6651,115.82,1452.8
HE,LIC,37.4527,114.3919,130.0
HE,MEC,38.0552,117.104,20.0
HE,TAH,39.2529,118.4259,9.0
HE,HUA,40.653,114.4415,824.7
HE,ZDN,38.1472,114.5775,45.0
HE,XIT,38.5287,114.3662,171.4
HE,YAY,40.161,114.1685,1070.1
HE,XLE,38.3535,114.6617,35.0
HE,FEX,36.6113,115.027,45.3
HE,WAT,36.805,114.046,510.0
HE,LIX,38.4903,115.5603,27.0
HE,HNS,37.3991,114.7073,31.3
HE,ZJK,40.8305,114.9022,858.0
HE,JTG,39.2289,118.9878,15.0
HE,XIL,40.4062,117.4712,601.3
HE,GAN,38.3683,114.0241,220.6
HE,LUQ,38.0024,114.307,217.1
HE,SHZ,38.0676,115.5624,25.0
HE,ZAH,37.6555,114.4038,143.2
HE,HEJ,38.4517,116.0928,11.0
HE,KUC,40.5916,118.4742,320.7
HE,WEA,38.8469,116.4535,7.0
HE,BDH,39.8258,119.4778,20.0
HE,LAY,39.5102,114.9814,877.6
HE,WUJ,38.2404,114.9582,46.0
HE,YOQ,39.2254,116.4431,13.0
HE,HBZ,38.2482,114.3083,133.0
HE,ZAQ,37.4446,115.8552,28.0
HE,SXT,36.545,113.641,500.0
HE,YON,36.754,114.422,120.0
HE,SHC,40.4427,115.5223,636.2
HE,CSS,36.3703,113.7609,509.0
HE,XTT,37.122,114.313,320.0
HE,SHY,41.114,114.115,1529.0
HE,ZHX,37.7506,114.7807,41.0
HE,LUX,39.7417,118.67,68.0
HE,CAZ,38.3379,116.8395,7.0
HE,ZHL,40.1572,115.1331,1100.0
HE,CHC,40.9143,115.8374,884.2
HE,WEC,41.9294,117.7477,907.0
HE,FNI,41.19186,116.550195,762.0
HE,QSP,36.9951,113.839,901.0
HE,KAB,41.8537,114.5894,1437.0
HE,LZT,36.342,114.689,40.0
HE,TAS,40.0836,115.493,1281.2
HE,DOH,39.7362,118.2947,55.4
HE,QIL,40.4209,118.9028,294.9
HE,YIX,39.3509,115.3679,184.7
HE,XUH,40.4634,115.037,856.2
HE,XLD,40.3946,118.0204,280.3
HE,YUS,37.7905,114.3711,214.0
HE,ZUH,40.1869,117.6608,124.8
HE,JNX,38.0274,114.1507,263.0
HE,GAZ,37.0622,115.1767,35.0
HE,XOX,38.9606,116.092,13.3
HE,TLK,40.139,119.0449,132.9
HE,CLI,39.758,119.0965,79.0
HE,SCH,39.0462,115.563,35.0
HE,HUH,38.3851,117.4584,9.0
HE,QIX,40.201,118.318,157.1
HE,CHD,41.0162,117.9178,397.6
HE,TAG,38.0302,114.5519,57.0
HE,XIH,37.529,115.2366,24.0
HE,ZHB,41.4015,114.4927,1346.0
HE,WAX,38.8623,115.0635,100.2
HE,CXT,36.434,114.051,320.0
HE,FUC,37.8589,116.1576,20.0
SD,HAY,36.8197,121.324,67.4
SD,TCH,34.7029,118.457,99.4
SD,DZH,37.4547,116.2993,43.0
SD,LAY,36.9875,120.721,87.2
SD,ANQ,36.3738,119.218,100.1
SD,CSH,34.8529,118.049,60.7
SD,RSH,36.9202,121.5992,76.7
SD,JUN,35.172,118.845,132.7
SD,YSH,35.7885,118.627,181.8
SD,CHD,37.9868,120.694,67.2
SD,LZH,37.176,120.0011,152.3
SD,JUX,35.5431,118.894,147.3
SD,JCZ,36.6486,117.2225,160.7
SD,DSD,35.1011,116.747,47.0
SD,WEH,37.508,122.0936,81.5
SD,RZH,35.422,119.523,74.4
SD,BHC,38.3916,120.9093,66.0
SD,TIA,36.2123,117.1251,244.5
SD,WEF,36.7022,119.121,53.4
SD,LOK,37.5517,120.5082,181.8
SD,LIS,34.951,118.685,143.8
SD,JIX,35.4262,116.35,61.7
SD,ZCH,35.3751,117.014,125.2
SD,LCH,36.4311,116.036,35.6
SD,NLA,35.5225,117.9837,226.7
SD,RCH,37.1706,122.42,56.0
SD,SHH,37.1982,117.3064,21.6
SD,WUL,35.751,119.2028,144.8
SD,QID,36.0576,120.396,27.7
SD,CHW,34.943,115.869,49.8
